date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:33:15	59572/59572	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2263335fb8-e8b4%22	https://devs.budpay.com/assets/elagent-icon/fonts/ElegantIcons.eot	C:/My%20Web%20Sites/buds2s/devs.budpay.com/assets/elagent-icon/fonts/ElegantIcons.eot	(from https://devs.budpay.com/assets/elagent-icon/style.css)
07:33:15	59572/59572	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2263335fb8-e8b4%22	https://devs.budpay.com/assets/elagent-icon/fonts/ElegantIcons.eot?	C:/My%20Web%20Sites/buds2s/devs.budpay.com/assets/elagent-icon/fonts/ElegantIconsd41d.eot	(from https://devs.budpay.com/assets/elagent-icon/style.css)
07:33:15	63664/63664	---M--	200	added ('OK')	application/font-woff	etag:%2263335fb8-f8b0%22	https://devs.budpay.com/assets/elagent-icon/fonts/ElegantIcons.woff	C:/My%20Web%20Sites/buds2s/devs.budpay.com/assets/elagent-icon/fonts/ElegantIcons.woff	(from https://devs.budpay.com/assets/elagent-icon/style.css)
07:33:15	59388/59388	---M--	200	added ('OK')	application/octet-stream	etag:%2263335fb8-e7fc%22	https://devs.budpay.com/assets/elagent-icon/fonts/ElegantIcons.ttf	C:/My%20Web%20Sites/buds2s/devs.budpay.com/assets/elagent-icon/fonts/ElegantIcons.ttf	(from https://devs.budpay.com/assets/elagent-icon/style.css)
07:33:16	277297/277297	---M--	200	added ('OK')	image/svg+xml	etag:%2263335fb8-43b31%22	https://devs.budpay.com/assets/elagent-icon/fonts/ElegantIcons.svg	C:/My%20Web%20Sites/buds2s/devs.budpay.com/assets/elagent-icon/fonts/ElegantIcons.svg	(from https://devs.budpay.com/assets/elagent-icon/style.css)
07:33:16	6603/6603	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Mar%202023%2006:33:16%20GMT	https://devs.budpay.com/assets/mcustomscrollbar/mCSB_buttons.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/assets/mcustomscrollbar/mCSB_buttons.png	(from https://devs.budpay.com/assets/mcustomscrollbar/jquery.mCustomScrollbar.min.css)
07:33:17	42392/42392	---M--	200	added ('OK')	image/png	etag:%2263335fb8-a598%22	https://devs.budpay.com/img/banner-bg.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/banner-bg.png	(from https://devs.budpay.com/css/style-main.css)
07:33:17	13153/13153	---M--	200	added ('OK')	image/png	etag:%2263335fb8-3361%22	https://devs.budpay.com/img/home_one/dow_bg.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/home_one/dow_bg.png	(from https://devs.budpay.com/css/style-main.css)
07:33:17	6603/6603	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2021%20Mar%202023%2006:33:18%20GMT	https://devs.budpay.com/img/svg/arrow_left.svg	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/svg/arrow_left.svg	(from https://devs.budpay.com/css/style-main.css)
07:33:17	3879/3879	---M--	200	added ('OK')	image/png	etag:%2263335fb8-f27%22	https://devs.budpay.com/img/play-button.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/play-button.png	(from https://devs.budpay.com/css/style-main.css)
07:33:18	87614/87614	---M--	200	added ('OK')	image/jpeg	etag:%2263335fb8-1563e%22	https://devs.budpay.com/img/action_bg.jpg	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/action_bg.jpg	(from https://devs.budpay.com/css/style-main.css)
07:33:18	1366/1366	---M--	200	added ('OK')	image/png	etag:%2263335fb8-556%22	https://devs.budpay.com/img/icon/green-check.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/icon/green-check.png	(from https://devs.budpay.com/css/style-main.css)
07:33:19	7313/7313	---M--	200	added ('OK')	image/jpeg	etag:%2263335fb8-1c91%22	https://devs.budpay.com/img/blog-grid/top_post.jpg	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/blog-grid/top_post.jpg	(from https://devs.budpay.com/css/style-main.css)
07:33:19	1932/1932	---M--	200	added ('OK')	image/png	etag:%2263335fb8-78c%22	https://devs.budpay.com/img/blog-classic/quote_top.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/blog-classic/quote_top.png	(from https://devs.budpay.com/css/style-main.css)
07:33:19	855/855	---M--	200	added ('OK')	image/png	etag:%2263335fb8-357%22	https://devs.budpay.com/img/blog-classic/quote_bottom.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/blog-classic/quote_bottom.png	(from https://devs.budpay.com/css/style-main.css)
07:33:20	670/670	---M--	200	added ('OK')	image/png	etag:%2263335fb8-29e%22	https://devs.budpay.com/img/blog-classic/icon_01.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/blog-classic/icon_01.png	(from https://devs.budpay.com/css/style-main.css)
07:33:20	1517/1517	---M--	200	added ('OK')	image/png	etag:%2263335fb8-5ed%22	https://devs.budpay.com/img/blog-classic/icon_02.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/blog-classic/icon_02.png	(from https://devs.budpay.com/css/style-main.css)
07:33:21	384922/384922	---M--	200	added ('OK')	image/png	etag:%2263335fb8-5df9a%22	https://devs.budpay.com/img/home_support/overlay_bg.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/home_support/overlay_bg.png	(from https://devs.budpay.com/css/style-main.css)
07:33:21	51284/51284	---M-Z	200	added ('OK')	text/css	etag:W/%22635b4489-c854%22	https://code.ionicframework.com/ionicons/2.0.1/css/ionicons.min.css	C:/My%20Web%20Sites/buds2s/code.ionicframework.com/ionicons/2.0.1/css/ionicons.min.css	(from https://devs.budpay.com/)
07:33:21	7763/7763	---M--	200	added ('OK')	application/javascript	etag:%2263335fb8-1e53%22	https://devs.budpay.com/js/video-active.js	C:/My%20Web%20Sites/buds2s/devs.budpay.com/js/video-active.js	(from https://devs.budpay.com/)
07:33:21	10284/10284	---M--	200	added ('OK')	application/javascript	etag:%2263335fb8-282c%22	https://devs.budpay.com/js/theme.js	C:/My%20Web%20Sites/buds2s/devs.budpay.com/js/theme.js	(from https://devs.budpay.com/)
07:33:21	3739/3739	---M--	200	added ('OK')	image/png	etag:%2263335fb8-e9b%22	https://devs.budpay.com/img/home-tow/icon/plus-1.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/home-tow/icon/plus-1.png	(from https://devs.budpay.com/)
07:33:22	3896/3896	---M--	200	added ('OK')	image/png	etag:%2263335fb8-f38%22	https://devs.budpay.com/img/home-tow/icon/slide-1.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/home-tow/icon/slide-1.png	(from https://devs.budpay.com/)
07:33:22	3889/3889	---M--	200	added ('OK')	image/png	etag:%2263335fb8-f31%22	https://devs.budpay.com/img/home-tow/icon/slide-2.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/home-tow/icon/slide-2.png	(from https://devs.budpay.com/)
07:33:22	4481/4481	---M--	200	added ('OK')	image/png	etag:%2263335fb8-1181%22	https://devs.budpay.com/img/home-tow/icon/slide-3.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/home-tow/icon/slide-3.png	(from https://devs.budpay.com/)
07:33:22	4606/4606	---M--	200	added ('OK')	image/png	etag:%2263335fb8-11fe%22	https://devs.budpay.com/img/home-tow/icon/slide-4.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/home-tow/icon/slide-4.png	(from https://devs.budpay.com/)
07:33:23	7470/7470	---M--	200	added ('OK')	image/png	etag:%2263335fb8-1d2e%22	https://devs.budpay.com/img/home-tow/icon/slide-5.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/home-tow/icon/slide-5.png	(from https://devs.budpay.com/)
07:33:23	4221/4221	---M--	200	added ('OK')	image/png	etag:%2263335fb8-107d%22	https://devs.budpay.com/img/home-tow/icon/slide-6.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/home-tow/icon/slide-6.png	(from https://devs.budpay.com/)
07:33:23	6706/6706	---M--	200	added ('OK')	image/png	etag:%2263335fb8-1a32%22	https://devs.budpay.com/img/home-tow/icon/slide-7.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/home-tow/icon/slide-7.png	(from https://devs.budpay.com/)
07:33:23	6945/6945	---M--	200	added ('OK')	image/png	etag:%2263335fb8-1b21%22	https://devs.budpay.com/img/home-tow/icon/slide-8.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/home-tow/icon/slide-8.png	(from https://devs.budpay.com/)
07:33:24	4299/4299	---M--	200	added ('OK')	image/png	etag:%2263335fb8-10cb%22	https://devs.budpay.com/img/home-tow/icon/h-icon-1.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/home-tow/icon/h-icon-1.png	(from https://devs.budpay.com/)
07:33:24	4486/4486	---M--	200	added ('OK')	image/png	etag:%2263335fb8-1186%22	https://devs.budpay.com/img/home-tow/icon/h-icon-2.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/home-tow/icon/h-icon-2.png	(from https://devs.budpay.com/)
07:33:24	6520/6520	---M--	200	added ('OK')	image/png	etag:%2263335fb8-1978%22	https://devs.budpay.com/img/home-tow/icon/h-icon-3.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/home-tow/icon/h-icon-3.png	(from https://devs.budpay.com/)
07:33:24	5396/5396	---M--	200	added ('OK')	image/png	etag:%2263335fb8-1514%22	https://devs.budpay.com/img/home-tow/icon/solution-1.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/home-tow/icon/solution-1.png	(from https://devs.budpay.com/)
07:33:25	5438/5438	---M--	200	added ('OK')	image/png	etag:%2263335fb8-153e%22	https://devs.budpay.com/img/home-tow/icon/solution-2.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/home-tow/icon/solution-2.png	(from https://devs.budpay.com/)
07:33:25	11754/11754	---M--	200	added ('OK')	image/png	etag:%2263335fb8-2dea%22	https://devs.budpay.com/img/home-tow/support-shap.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/home-tow/support-shap.png	(from https://devs.budpay.com/)
07:33:25	22475/22475	---M--	200	added ('OK')	image/png	etag:%2263335fb8-57cb%22	https://devs.budpay.com/img/home-tow/support.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/home-tow/support.png	(from https://devs.budpay.com/)
07:33:26	42863/42863	---M--	200	added ('OK')	application/javascript	etag:%2263335fb8-a76f%22	https://devs.budpay.com/assets/slick/slick.min.js	C:/My%20Web%20Sites/buds2s/devs.budpay.com/assets/slick/slick.min.js	(from https://devs.budpay.com/)
07:33:27	200252/200252	---M--	200	added ('OK')	application/javascript	etag:%2263335fb8-30e3c%22	https://devs.budpay.com/assets/video/artplayer.js	C:/My%20Web%20Sites/buds2s/devs.budpay.com/assets/video/artplayer.js	(from https://devs.budpay.com/)
07:33:28	116248/116248	---M--	200	added ('OK')	image/png	etag:%226334d111-1c618%22	https://devs.budpay.com/img/mastercard.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/mastercard.png	(from https://devs.budpay.com/test-cards)
07:33:28	49358/49358	---M--	200	added ('OK')	image/jpeg	etag:%226334d111-c0ce%22	https://devs.budpay.com/img/visa.jpeg	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/visa.jpg	(from https://devs.budpay.com/test-cards)
07:33:28	3773/3773	---M--	200	added ('OK')	image/png	etag:%226334d111-ebd%22	https://devs.budpay.com/img/verve.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/verve.png	(from https://devs.budpay.com/test-cards)
07:33:28	25056/25056	---M--	200	added ('OK')	image/jpeg	etag:%226334d111-61e0%22	https://devs.budpay.com/img/bills/Airtel-Airtime.jpg	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/bills/Airtel-Airtime.jpg	(from https://devs.budpay.com/test-numbers)
07:33:29	27285/27285	---M--	200	added ('OK')	image/jpeg	etag:%226334d111-6a95%22	https://devs.budpay.com/img/bills/MTN-Airtime.jpg	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/bills/MTN-Airtime.jpg	(from https://devs.budpay.com/test-numbers)
07:33:29	31161/31161	---M--	200	added ('OK')	image/jpeg	etag:%226334d111-79b9%22	https://devs.budpay.com/img/bills/GLO-Airtime.jpg	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/bills/GLO-Airtime.jpg	(from https://devs.budpay.com/test-numbers)
07:33:29	7051/7051	---M--	200	added ('OK')	image/jpeg	etag:%226334d111-1b8b%22	https://devs.budpay.com/img/bills/9mobile-Airtime.jpg	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/bills/9mobile-Airtime.jpg	(from https://devs.budpay.com/test-numbers)
07:33:30	27672/27672	---M--	200	added ('OK')	image/jpeg	etag:%226334d111-6c18%22	https://devs.budpay.com/img/bills/Airtel-Data.jpg	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/bills/Airtel-Data.jpg	(from https://devs.budpay.com/test-numbers)
07:33:30	37043/37043	---M--	200	added ('OK')	image/jpeg	etag:%226334d111-90b3%22	https://devs.budpay.com/img/bills/MTN-Data.jpg	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/bills/MTN-Data.jpg	(from https://devs.budpay.com/test-numbers)
07:33:30	32720/32720	---M--	200	added ('OK')	image/jpeg	etag:%226334d111-7fd0%22	https://devs.budpay.com/img/bills/GLO-Data.jpg	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/bills/GLO-Data.jpg	(from https://devs.budpay.com/test-numbers)
07:33:30	7933/7933	---M--	200	added ('OK')	image/jpeg	etag:%226334d111-1efd%22	https://devs.budpay.com/img/bills/9mobile-Data.jpg	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/bills/9mobile-Data.jpg	(from https://devs.budpay.com/test-numbers)
07:33:31	25109/25109	---M--	200	added ('OK')	image/jpeg	etag:%226334d111-6215%22	https://devs.budpay.com/img/bills/Pay-DSTV-Subscription.jpg	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/bills/Pay-DSTV-Subscription.jpg	(from https://devs.budpay.com/test-numbers)
07:33:31	10085/10085	---M--	200	added ('OK')	image/jpeg	etag:%226334d111-2765%22	https://devs.budpay.com/img/bills/Gotv-Payment.jpg	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/bills/Gotv-Payment.jpg	(from https://devs.budpay.com/test-numbers)
07:33:31	7939/7939	---M--	200	added ('OK')	image/jpeg	etag:%226334d111-1f03%22	https://devs.budpay.com/img/bills/Startimes-Subscription.jpg	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/bills/Startimes-Subscription.jpg	(from https://devs.budpay.com/test-numbers)
07:33:31	5275/5275	---M--	200	added ('OK')	image/jpeg	etag:%226334d111-149b%22	https://devs.budpay.com/img/bills/ShowMax.jpg	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/bills/ShowMax.jpg	(from https://devs.budpay.com/test-numbers)
07:33:32	6244/6244	---M--	200	added ('OK')	image/jpeg	etag:%226334d111-1864%22	https://devs.budpay.com/img/bills/Abuja-Electric.jpg	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/bills/Abuja-Electric.jpg	(from https://devs.budpay.com/test-numbers)
07:33:32	30457/30457	---M--	200	added ('OK')	image/jpeg	etag:%226334d111-76f9%22	https://devs.budpay.com/img/bills/Eko-Electric-Payment-PHCN.jpg	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/bills/Eko-Electric-Payment-PHCN.jpg	(from https://devs.budpay.com/test-numbers)
07:33:32	6118/6118	---M--	200	added ('OK')	image/jpeg	etag:%226334d111-17e6%22	https://devs.budpay.com/img/bills/IBEDC-Ibadan-Electricity-Distribution-Company.jpg	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/bills/IBEDC-Ibadan-Electricity-Distribution-Company.jpg	(from https://devs.budpay.com/test-numbers)
07:33:32	10104/10104	---M--	200	added ('OK')	image/jpeg	etag:%226334d111-2778%22	https://devs.budpay.com/img/bills/Ikeja-Electric-Payment-PHCN.jpg	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/bills/Ikeja-Electric-Payment-PHCN.jpg	(from https://devs.budpay.com/test-numbers)
07:33:33	7905/7905	---M--	200	added ('OK')	image/jpeg	etag:%226334d111-1ee1%22	https://devs.budpay.com/img/bills/Jos-Electric-JED.jpg	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/bills/Jos-Electric-JED.jpg	(from https://devs.budpay.com/test-numbers)
07:33:33	5476/5476	---M--	200	added ('OK')	image/jpeg	etag:%226334d111-1564%22	https://devs.budpay.com/img/bills/Kaduna-Electric-KAEDCO.jpg	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/bills/Kaduna-Electric-KAEDCO.jpg	(from https://devs.budpay.com/test-numbers)
07:33:33	4443/4443	---M--	200	added ('OK')	image/jpeg	etag:%226334d111-115b%22	https://devs.budpay.com/img/bills/Kano-Electric.jpg	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/bills/Kano-Electric.jpg	(from https://devs.budpay.com/test-numbers)
07:33:33	5601/5601	---M--	200	added ('OK')	image/jpeg	etag:%226334d111-15e1%22	https://devs.budpay.com/img/bills/Port-Harcourt-Electric.jpg	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/bills/Port-Harcourt-Electric.jpg	(from https://devs.budpay.com/test-numbers)
07:33:35	52172/52172	---M--	200	added ('OK')	image/jpeg	etag:%22633b1a88-cbcc%22	https://devs.budpay.com/img/card.jpeg	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/card.jpg	(from https://devs.budpay.com/cards)
07:33:35	51844/51844	---M--	200	added ('OK')	image/jpeg	etag:%22633b1a88-ca84%22	https://devs.budpay.com/img/transfer.jpeg	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/transfer.jpg	(from https://devs.budpay.com/bank-transfer)
07:33:37	52427/52427	---M--	200	added ('OK')	image/jpeg	etag:%22633b1a88-cccb%22	https://devs.budpay.com/img/ussd.jpeg	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/ussd.jpg	(from https://devs.budpay.com/ussd)
07:33:37	52277/52277	---M--	200	added ('OK')	image/jpeg	etag:%22633b1a88-cc35%22	https://devs.budpay.com/img/momo.jpeg	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/momo.jpg	(from https://devs.budpay.com/momo)
07:33:37	14518/14518	---M--	200	added ('OK')	image/png	etag:%22633c8b53-38b6%22	https://devs.budpay.com/img/checked.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/checked.png	(from https://devs.budpay.com/responses)
07:33:37	15127/15127	---M--	200	added ('OK')	image/png	etag:%22633c8b53-3b17%22	https://devs.budpay.com/img/warning.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/warning.png	(from https://devs.budpay.com/responses)
07:33:38	14838/14838	---M--	200	added ('OK')	image/png	etag:%22633c8b53-39f6%22	https://devs.budpay.com/img/cancel.png	C:/My%20Web%20Sites/buds2s/devs.budpay.com/img/cancel.png	(from https://devs.budpay.com/responses)
